Jahr;Monat,brandenburg/berlin,brandenburg,baden-wuerttemberg,bayern,hessen,mecklenburg-vorpommern,niedersachsen,niedersachsen/hamburg/bremen,nordrhein-westfalen,rheinland-pfalz,schleswig-holstein,saarland,sachsen,sachsen-anhalt,thueringen/sachsen-anhalt,thueringen,deutschland
193202,9.0,9.0,12.3,16.6,13.0,8.5,14.9,14.8,23.7,12.2,9.3,7.9,25.1,8.2,13.0,19.1,14.7
193302,47.2,47.1,47.5,56.6,46.8,43.4,47.7,47.7,61.1,35.7,57.6,53.4,58.0,30.0,33.9,38.7,49.4
193402,25.6,25.7,18.2,15.3,26.1,30.8,34.5,34.6,26.1,27.0,33.2,17.5,56.2,41.9,38.5,34.2,27.8
193502,57.8,57.7,133.0,112.8,85.5,59.0,86.1,86.0,99.9,100.2,81.5,119.3,79.0,56.3,61.2,67.3,91.4
193602,44.1,44.2,65.7,63.9,67.0,53.1,79.0,79.0,75.1,53.5,73.9,65.2,69.0,60.0,64.7,70.5,65.2
193702,64.7,64.6,131.0,111.0,118.1,74.6,111.0,110.9,136.4,125.7,102.0,175.5,69.3,63.2,75.5,90.9,104.7
193802,20.3,20.3,55.3,38.3,40.0,18.8,34.2,34.1,48.8,44.8,30.6,50.5,31.6,24.9,31.0,38.6,36.8
193902,22.6,22.7,30.5,41.8,32.7,22.1,28.6,28.5,43.4,26.6,28.9,35.1,33.4,18.6,23.0,28.6,31.8
194002,28.1,28.1,56.5,50.8,36.2,33.3,29.5,29.4,35.9,46.8,30.7,59.4,25.1,25.1,26.1,27.4,38.3
194102,31.8,31.8,67.2,50.9,49.6,34.9,49.1,49.2,49.1,48.6,55.7,71.2,43.5,31.1,35.4,40.7,47.7
194202,21.3,21.3,45.4,36.5,23.3,18.1,23.1,23.1,29.5,30.3,21.3,28.4,35.1,20.0,24.9,31.1,29.3
194302,26.5,26.4,39.9,31.8,35.6,30.5,57.3,57.3,59.8,37.1,54.3,48.8,28.2,26.5,27.9,29.7,39.3
194402,37.8,37.7,85.2,81.4,53.3,36.4,44.2,44.3,62.9,57.5,41.4,63.8,72.4,40.4,48.2,57.9,59.7
194502,50.1,49.4,83.2,91.0,83.7,53.0,76.0,76.3,90.0,77.0,88.6,103.1,52.1,45.4,51.2,58.4,74.9
194602,94.9,94.7,124.6,124.4,158.4,63.3,126.4,125.2,212.9,121.7,74.8,175.5,148.8,105.6,118.8,135.4,127.3
194702,15.2,15.3,44.1,51.7,37.2,9.6,15.8,15.7,23.5,34.0,7.8,53.4,37.3,22.9,32.3,44.0,31.1
194802,65.5,65.4,88.3,97.5,68.7,54.3,66.5,66.4,87.5,55.4,57.3,78.7,96.0,54.0,65.8,80.6,76.7
194902,28.6,28.6,23.5,23.4,34.1,33.6,36.2,36.3,41.6,27.0,39.6,33.7,33.7,27.9,32.2,37.6,31.1
195002,63.7,63.6,102.3,75.3,106.2,67.2,93.0,92.8,117.6,102.9,94.5,126.0,82.1,68.0,83.5,102.9,88.6
195102,29.4,29.4,55.9,49.1,41.0,34.4,51.9,52.0,56.5,51.5,62.3,69.3,26.3,28.2,31.8,36.3,45.7
195202,22.9,22.8,76.6,66.9,50.2,23.7,31.6,31.5,60.6,59.7,28.0,67.9,41.6,20.6,27.8,36.9,47.6
195302,37.8,37.8,74.2,48.4,48.5,36.6,44.8,44.6,72.4,61.6,41.7,55.3,49.3,39.1,43.7,49.5,51.2
195402,11.8,11.8,35.6,24.0,30.6,12.3,21.6,21.5,37.0,30.9,18.3,43.1,10.4,12.7,17.1,22.7,23.5
195502,33.5,33.4,87.7,80.2,66.0,21.9,44.9,44.7,68.2,74.6,38.4,89.0,43.3,39.2,44.7,51.6,58.9
195602,32.7,32.7,23.5,23.9,17.5,31.5,22.0,22.0,21.4,15.7,27.3,12.5,41.2,27.1,26.4,25.5,25.0
195702,43.1,43.1,128.9,106.9,107.8,44.6,77.4,77.4,121.0,110.7,72.4,139.3,59.7,46.6,58.3,72.9,88.6
195802,60.2,59.9,181.3,139.2,101.2,71.2,90.9,90.9,121.0,116.7,93.2,168.3,68.6,53.7,64.1,77.2,107.5
195902,10.3,10.3,6.7,11.8,5.2,5.9,6.1,6.1,7.1,2.8,6.8,2.1,26.0,8.6,9.8,11.4,8.9
196002,15.3,15.2,71.2,55.3,35.0,30.8,28.9,29.0,38.3,50.7,38.1,86.9,17.5,14.9,17.4,20.5,38.9
196102,41.1,41.0,63.0,64.4,51.9,48.7,76.5,76.6,74.7,51.8,62.2,74.9,68.0,42.2,45.1,48.7,60.7
196202,50.5,50.2,75.1,72.1,77.5,52.5,66.1,66.1,89.2,79.1,66.4,82.0,59.2,46.5,53.8,63.0,68.2
196302,11.0,11.1,33.9,23.5,18.4,19.8,14.6,14.6,18.4,23.2,17.2,24.4,16.5,11.5,12.5,13.7,19.5
196402,23.6,23.6,50.6,37.3,41.6,24.2,38.8,38.7,51.1,41.4,30.3,44.7,37.0,19.9,25.4,32.4,37.1
196502,28.7,28.7,54.1,61.2,37.6,32.0,33.4,33.3,35.3,36.4,27.9,32.3,67.3,29.3,39.4,52.0,43.3
196602,62.6,62.3,68.1,70.6,63.6,54.6,83.9,83.8,88.7,60.8,74.9,78.7,60.0,65.2,63.9,62.3,70.2
196702,48.3,48.2,40.7,49.8,55.0,48.0,50.1,50.1,66.4,46.2,63.4,60.3,47.8,35.3,39.0,43.6,49.8
196802,22.0,22.0,66.2,47.3,63.2,16.1,22.9,23.0,37.0,66.8,27.2,90.1,38.3,29.9,38.6,49.6,40.9
196902,40.6,40.5,78.7,45.1,55.0,35.9,52.3,52.4,60.3,70.1,50.1,85.5,38.9,43.0,45.9,49.6,52.2
197002,60.4,60.3,204.7,171.3,121.9,44.2,96.9,96.4,140.6,136.7,58.8,184.0,92.9,82.4,92.4,104.9,122.3
197102,24.7,24.8,38.2,47.5,28.6,23.9,28.3,28.2,41.2,31.4,28.0,29.8,51.7,24.5,29.8,36.5,35.4
197202,2.9,2.9,12.3,12.2,9.8,4.2,12.1,12.1,17.4,20.2,14.6,35.3,6.2,6.2,5.9,5.5,11.2
197302,28.4,28.4,69.6,57.9,52.0,33.2,49.5,49.4,78.8,56.6,56.3,61.3,47.5,25.9,36.7,50.3,52.7
197402,42.1,41.6,68.9,64.5,50.8,29.5,33.2,33.1,52.2,51.1,36.8,66.4,52.9,37.0,43.0,50.5,49.8
197502,9.7,9.7,24.1,20.2,20.1,11.6,13.8,13.8,18.9,19.6,13.1,22.5,21.2,10.5,16.1,23.2,17.5
197602,13.6,13.6,29.2,17.8,23.2,12.6,26.8,26.7,28.1,28.7,22.2,36.7,11.9,17.1,16.7,16.2,21.3
197702,39.8,39.7,131.1,105.6,104.2,43.5,63.3,63.5,86.0,120.0,78.4,180.5,38.9,38.0,48.2,61.0,81.8
197802,16.5,16.4,81.1,54.8,33.1,25.4,22.8,22.7,37.8,48.9,25.7,74.9,15.1,17.4,18.6,20.0,37.9
197902,34.1,33.9,87.2,54.6,48.6,26.1,45.3,45.1,50.7,59.8,34.3,101.7,29.7,36.4,37.2,38.3,49.0
198002,38.0,38.0,67.1,63.9,60.8,33.5,50.4,50.3,68.8,56.6,37.7,67.8,51.6,34.6,40.9,48.8,54.0
198102,22.1,22.0,48.8,42.8,30.8,29.9,42.5,42.6,46.6,33.5,52.2,47.6,28.8,24.7,26.0,27.6,37.9
198202,11.2,11.2,15.9,13.5,15.1,10.4,15.0,15.0,19.4,19.1,19.6,17.2,9.7,6.4,6.5,6.6,13.9
198302,26.1,26.2,65.2,53.5,52.1,36.6,42.9,42.9,57.4,56.5,34.1,70.7,40.5,26.3,30.7,36.2,46.6
198402,34.8,34.8,94.5,75.7,87.8,30.3,53.3,53.2,86.4,98.1,38.3,108.4,50.4,42.6,56.6,74.1,66.5
198502,20.6,20.6,43.0,49.1,19.7,16.5,11.1,11.1,15.0,30.0,12.4,39.4,39.0,15.3,17.3,19.8,27.4
198602,20.0,20.0,31.2,18.6,12.5,14.8,12.1,12.0,8.3,10.5,7.8,11.6,24.5,22.7,22.7,22.6,17.3
198702,44.5,44.5,75.2,76.8,60.1,33.0,45.1,44.8,62.4,73.4,34.7,80.4,56.8,52.7,54.0,55.6,59.0
198802,77.8,77.4,107.1,88.0,94.2,72.6,79.9,79.8,93.9,107.4,89.3,114.7,83.6,66.1,78.2,93.5,88.0
198902,31.7,31.6,63.5,53.8,50.6,30.4,52.7,52.5,68.6,59.0,49.3,75.4,38.3,30.6,34.2,38.8,49.9
199002,52.3,51.9,146.2,124.5,121.2,48.4,91.5,91.1,125.4,124.2,84.2,151.7,53.8,57.1,68.8,83.6,100.1
199102,21.7,21.6,27.3,25.8,27.9,33.8,22.7,22.8,26.3,24.5,34.3,31.1,21.4,20.6,22.8,25.6,25.7
199202,35.8,35.7,63.5,53.4,31.5,30.3,40.1,40.2,43.1,42.2,42.1,52.5,47.9,28.6,29.0,29.4,43.5
199302,35.1,35.0,28.9,32.2,24.5,30.9,32.8,32.8,37.0,26.3,36.0,22.6,46.7,24.1,25.9,28.2,32.0
199402,12.1,12.2,52.7,39.8,33.9,13.8,24.8,24.8,26.5,43.6,35.2,56.7,31.5,21.1,28.2,37.2,31.9
199502,60.0,59.8,80.4,67.3,81.0,58.4,89.6,89.8,104.8,84.8,83.1,99.3,48.6,52.1,55.7,60.2,74.6
199602,31.8,31.7,54.5,44.3,57.1,37.1,55.9,55.7,67.4,63.2,45.3,81.3,34.1,32.7,38.8,46.5,48.6
199702,51.6,51.2,108.2,83.5,95.7,55.9,88.8,88.6,118.8,104.5,85.9,148.7,56.9,55.9,69.5,86.6,85.2
199802,16.9,17.0,26.2,20.2,15.0,27.7,21.1,21.2,15.9,11.0,31.7,8.7,28.6,12.9,17.7,23.8,20.5
199902,52.6,52.5,127.1,114.0,66.8,46.9,76.4,76.2,88.3,77.0,63.7,89.9,83.3,54.0,59.7,66.8,84.0
200002,63.2,63.2,123.4,106.4,98.4,71.9,86.0,86.1,122.4,85.5,88.6,100.3,90.9,66.9,80.9,98.6,95.2
200102,38.4,38.3,69.6,64.6,62.7,44.4,59.1,59.0,79.0,67.0,56.5,73.7,43.1,35.2,38.9,43.5,58.6
200202,80.1,79.9,120.7,112.1,141.1,91.3,116.7,116.9,157.5,149.8,136.7,183.1,75.3,63.3,81.6,104.6,114.9
200302,7.5,7.5,30.6,33.0,22.6,7.5,18.3,18.2,26.5,19.8,10.7,21.6,12.2,9.6,14.1,19.8,21.0
200402,44.1,43.9,36.6,47.8,42.8,54.2,68.0,68.1,70.9,35.4,81.0,32.4,46.3,36.5,40.7,46.0,51.3
200502,46.0,46.0,81.6,85.2,63.0,52.7,54.0,53.9,84.5,66.4,55.6,74.7,70.4,43.5,56.4,72.6,67.7
200602,42.6,42.5,55.5,62.1,56.7,44.4,45.2,45.1,77.8,54.7,41.9,65.7,56.6,41.9,46.9,53.2,54.4
200702,56.0,56.0,98.9,77.3,80.0,59.0,78.7,78.6,94.9,93.5,73.9,131.0,55.3,44.7,51.7,60.4,75.8
200802,24.9,25.1,49.9,49.3,57.2,34.7,46.0,46.1,55.8,66.1,48.3,85.2,31.9,23.0,30.7,40.4,45.3
200902,43.4,43.3,66.2,73.1,65.9,42.6,61.5,61.3,78.1,58.0,43.4,62.1,73.3,45.1,53.6,64.2,62.1
201002,28.7,28.7,60.2,46.1,54.6,36.5,52.1,52.2,67.3,66.9,57.5,101.7,26.4,30.3,34.0,38.7,48.5
201102,25.0,25.0,21.2,24.8,31.7,34.0,40.8,41.4,45.6,31.9,62.8,28.9,17.1,14.9,16.8,19.2,30.5
201202,31.7,31.6,21.7,28.8,16.8,28.0,22.0,22.1,25.0,15.4,28.2,18.4,39.9,19.0,19.2,19.5,25.0
201302,36.7,36.8,77.4,68.5,43.9,39.1,39.8,39.7,50.0,43.3,30.6,43.4,52.1,41.1,44.8,49.7,51.1
201402,13.7,13.8,56.5,25.1,36.8,24.0,32.2,32.2,43.1,55.9,43.5,92.4,9.2,14.8,18.3,22.8,32.1
201502,8.8,8.9,30.6,17.6,24.4,12.5,29.7,29.7,40.0,32.9,28.5,38.0,9.6,10.5,10.4,10.3,22.3
201602,47.0,47.0,95.2,83.5,80.3,56.9,81.2,81.6,95.0,91.4,92.0,132.4,61.9,46.2,56.5,69.9,77.8
201702,34.7,34.9,46.8,41.0,41.1,36.0,51.4,51.5,65.9,46.0,57.0,67.3,35.0,32.0,33.7,36.0,44.6
201802,4.6,4.7,35.6,28.7,13.1,11.7,11.6,11.7,18.0,17.5,24.4,19.9,5.4,6.4,7.6,9.2,17.8
201902,23.9,23.9,26.1,35.3,24.9,25.5,26.8,26.9,41.2,32.8,43.0,42.9,34.8,14.5,17.1,20.6,29.9
202002,77.7,77.4,156.2,130.9,123.8,79.6,136.5,136.5,153.6,138.8,146.7,180.2,100.6,83.1,92.9,105.8,124.1
202102,35.8,35.9,56.0,49.9,58.1,33.4,49.5,49.1,58.5,53.6,25.3,73.5,45.6,47.1,53.2,61.1,48.9
202202,62.3,62.3,67.1,59.3,85.2,94.1,121.7,122.2,115.6,74.3,158.5,99.7,58.4,53.1,62.6,74.9,83.7
202302,43.6,43.5,25.6,51.2,40.6,43.4,47.6,47.7,51.3,18.3,42.1,11.4,58.7,36.0,40.0,45.1,43.1
188203,43.2,43.1,35.0,37.0,40.3,47.4,55.0,55.1,59.7,42.3,60.8,44.2,44.1,48.5,46.7,44.6,45.6
188303,15.4,15.4,64.0,40.8,35.4,11.4,25.9,25.8,36.5,43.8,16.1,53.0,27.1,17.5,22.2,28.0,32.8
188403,27.9,27.9,28.8,27.8,25.4,23.7,31.4,31.3,31.5,24.2,30.3,23.1,40.5,30.3,30.4,30.6,29.1
188503,32.8,32.7,105.3,68.3,53.3,23.8,30.0,29.9,40.7,59.1,20.7,73.9,50.6,35.1,41.3,49.0,51.2
188603,34.7,34.7,77.4,56.2,49.9,31.9,46.9,46.8,49.9,51.1,40.0,61.4,49.8,37.9,42.0,47.1,49.9
188703,37.9,37.9,89.5,72.5,64.5,31.3,37.3,37.0,62.9,69.5,23.3,83.7,54.9,43.0,49.6,57.9,56.9
188803,83.2,83.2,124.8,96.7,118.5,83.1,95.7,95.5,127.8,123.6,87.8,159.1,96.0,89.0,95.1,102.6,102.9
188903,42.0,42.0,63.4,56.2,42.3,34.1,48.5,48.4,54.1,48.1,41.3,56.8,63.7,45.6,47.1,48.9,50.6
189003,22.9,22.9,31.8,33.0,31.8,30.2,43.8,44.0,42.9,37.0,58.8,49.5,27.8,23.2,25.7,28.8,34.6
189103,46.5,46.8,69.0,59.3,72.3,52.9,70.6,70.8,87.0,67.2,67.6,70.2,66.6,47.1,54.2,63.1,64.4
189203,29.1,29.2,37.7,26.2,33.2,25.7,35.2,35.0,41.3,38.2,23.5,35.5,42.1,38.6,41.0,43.9,33.6
189303,32.6,32.5,33.3,42.1,32.7,25.0,40.4,40.1,41.9,25.7,25.8,29.1,53.0,35.2,38.4,42.6,36.9
189403,46.0,46.3,38.0,47.9,33.5,39.5,43.4,43.4,42.8,36.8,55.1,42.6,71.9,29.1,29.8,30.6,43.3
189503,42.9,42.8,67.9,71.8,57.7,43.0,49.3,49.2,72.4,71.9,47.8,85.6,57.3,34.3,39.9,46.9,58.2
189603,53.3,53.4,140.0,105.8,79.0,67.7,88.5,88.3,102.4,87.8,81.0,107.8,72.1,67.9,72.8,79.1,90.8
189703,60.8,60.7,85.9,77.9,53.6,77.1,77.5,77.8,75.5,67.2,101.9,86.7,60.5,54.1,52.0,49.4,72.5
189803,69.6,69.6,49.7,58.0,53.8,82.9,88.5,88.7,70.3,45.6,79.2,40.5,80.4,81.7,80.1,78.0,68.4
189903,21.4,21.4,22.6,23.1,26.0,29.6,23.5,23.5,31.0,27.0,30.3,29.0,26.7,20.7,22.3,24.3,25.0
190003,29.7,29.8,60.6,70.0,32.6,21.5,18.1,18.0,22.7,35.3,14.2,33.1,59.2,26.7,33.3,41.5,39.7
190103,37.9,38.4,70.1,54.5,54.7,41.4,48.9,49.0,66.8,63.5,56.1,81.3,78.9,38.1,49.4,63.7,55.8
190203,65.6,65.5,82.0,81.7,67.3,81.3,65.2,65.5,75.3,60.7,83.7,64.4,66.8,54.5,58.9,64.5,72.5
190303,20.1,20.3,41.3,25.4,42.5,30.0,49.8,49.8,59.2,49.8,45.0,61.4,22.0,19.5,22.8,26.9,36.4
190403,15.4,15.4,46.6,39.3,52.9,18.1,31.6,31.7,58.2,67.0,32.5,71.5,26.0,21.0,30.6,42.6,38.1
190503,45.3,45.5,97.1,79.8,88.6,50.0,63.4,63.1,99.6,88.8,53.0,116.6,62.2,54.8,61.2,69.2,73.6
190603,55.6,55.5,90.8,88.2,96.5,49.2,63.6,63.6,96.0,92.7,53.8,98.2,87.6,60.8,75.0,92.9,78.5
190703,33.8,33.8,81.0,73.0,61.2,25.6,43.4,43.1,67.4,60.4,31.0,75.1,58.5,37.2,45.4,55.6,56.1
190803,26.9,26.8,41.7,29.5,44.0,28.8,39.8,39.8,49.9,44.6,54.3,62.3,28.6,30.3,32.1,34.3,37.0
190903,39.0,39.0,36.4,30.6,33.6,47.7,42.3,42.2,49.7,37.7,42.1,58.4,32.0,32.5,31.6,30.5,37.9
191003,19.1,19.1,24.8,27.7,19.5,17.7,28.7,28.4,30.5,14.4,10.7,19.6,31.1,22.0,21.7,21.2,23.9
191103,29.8,29.7,55.2,29.2,44.2,32.3,53.0,53.0,57.0,62.3,63.2,77.7,36.3,24.0,26.8,30.2,42.7
191203,39.2,39.2,78.8,72.4,67.9,42.4,58.9,59.0,79.0,75.6,61.9,106.8,43.0,38.0,43.6,50.7,62.4
191303,29.1,29.2,65.9,51.7,45.8,40.6,61.8,61.6,82.7,42.5,61.5,50.6,51.1,31.4,36.6,43.1,52.7
191403,79.6,79.7,154.2,126.1,118.3,94.8,118.2,118.1,133.3,118.9,104.1,165.4,89.8,65.6,76.6,90.5,114.2
191503,88.4,88.3,84.5,92.8,62.6,79.2,98.8,98.6,85.5,48.4,74.1,48.2,129.6,88.6,89.2,89.9,87.0
191603,22.4,22.5,54.5,49.1,51.7,22.7,41.5,41.4,59.5,48.5,37.7,50.8,32.5,35.3,39.0,43.6,43.4
191703,38.0,38.0,63.8,52.7,53.3,40.8,35.9,36.0,50.2,68.9,45.4,91.8,52.3,39.7,45.0,51.6,49.5
191803,17.0,17.2,33.6,21.8,28.8,20.1,15.5,15.4,22.9,32.3,18.1,45.5,26.3,19.6,22.0,25.0,23.0
191903,42.8,42.9,93.0,84.3,55.4,56.0,57.5,57.6,66.5,72.1,65.4,88.1,40.9,35.4,39.4,44.4,64.5
192003,17.0,17.1,40.4,34.5,30.9,18.8,15.2,15.3,22.2,39.5,23.8,55.2,30.3,16.4,19.8,24.0,26.9
192103,5.7,5.7,19.3,16.2,14.4,10.2,20.7,20.7,23.1,15.2,26.1,14.7,10.0,7.3,7.6,8.0,15.6
192203,41.0,41.2,87.0,68.2,53.1,42.0,51.4,51.6,51.5,56.6,66.8,66.9,62.2,38.5,46.9,57.5,58.2
192303,17.1,17.2,42.8,35.4,38.7,14.3,28.0,27.9,51.9,52.3,19.8,63.0,28.5,25.3,28.8,33.3,33.4
192403,12.4,12.5,51.9,33.8,36.7,19.1,31.4,31.3,36.8,50.8,39.0,72.9,31.8,13.1,17.8,23.8,32.7
192503,39.0,39.0,63.1,56.7,45.4,50.3,62.7,62.8,66.7,49.0,39.7,53.6,63.3,37.7,42.1,47.6,54.2
192603,43.8,43.6,67.9,69.4,51.0,45.2,55.4,55.3,65.2,41.2,49.4,40.5,60.5,42.0,46.8,52.8,56.8
192703,27.7,27.8,81.3,56.7,53.2,33.5,46.1,46.3,61.1,66.0,48.5,86.6,50.1,29.2,38.5,50.1,52.2
192803,21.6,21.7,28.3,32.6,22.2,10.5,17.1,17.2,14.5,23.7,22.5,34.2,36.1,28.7,28.6,28.5,24.2
192903,9.9,9.9,8.6,10.4,6.0,9.0,10.4,10.4,7.3,4.3,12.6,3.0,17.7,10.9,10.7,10.4,9.7
193003,31.3,31.3,52.2,42.6,41.0,27.1,29.4,29.4,36.7,47.5,31.1,68.7,28.0,30.5,32.3,34.5,37.4
193103,24.9,24.9,65.4,47.1,23.3,29.2,22.1,22.3,31.4,22.6,26.4,28.6,26.3,15.1,17.9,21.4,33.2
193203,11.3,11.3,53.5,35.2,23.6,11.9,22.4,22.3,37.5,30.2,19.4,43.9,21.3,17.5,19.0,20.9,28.1
193303,20.4,20.4,52.1,31.3,34.7,29.9,32.9,32.9,37.4,36.8,49.3,60.2,22.5,21.3,23.0,25.1,33.4
193403,30.8,31.0,57.7,39.9,44.9,41.5,42.2,42.2,42.5,56.3,58.8,71.7,26.4,19.3,22.0,25.4,41.4
193503,28.3,28.3,43.6,33.6,27.6,26.2,28.3,28.2,36.6,26.2,23.3,30.8,45.4,24.1,27.2,31.2,32.1
193603,19.5,19.5,31.6,29.5,25.4,18.2,16.0,16.0,18.5,31.3,12.2,32.2,32.4,19.1,23.4,28.8,23.9
193703,64.9,64.9,89.8,60.7,50.8,79.5,71.9,72.0,73.3,70.6,75.4,93.6,63.4,61.4,60.5,59.3,69.0
193803,21.8,21.7,25.5,39.2,20.5,27.4,27.7,28.0,28.6,16.6,32.5,20.4,41.0,17.9,20.3,23.4,28.5
193903,69.7,69.7,119.4,97.9,70.3,63.2,60.2,60.1,83.8,80.3,54.6,73.3,81.1,56.2,61.4,68.0,79.8
194003,63.1,63.1,97.7,89.5,87.8,68.1,91.9,91.8,109.1,94.0,76.4,91.2,91.2,68.7,70.9,73.6,86.7
194103,33.1,33.2,80.9,73.9,70.9,36.0,43.4,43.3,78.5,79.4,34.8,103.2,69.1,43.1,52.1,63.5,61.2
194203,13.6,13.6,64.0,50.3,41.3,14.9,23.5,23.5,29.1,40.3,21.3,47.9,19.5,22.5,26.9,32.5,34.3
194303,8.6,8.6,27.8,21.5,25.4,11.9,17.8,17.6,30.1,34.6,16.3,48.9,9.2,11.2,12.1,13.2,20.1
194403,50.5,50.6,55.1,82.0,47.6,39.4,53.2,53.0,64.9,32.0,39.5,26.8,92.7,47.4,52.9,59.9,58.9
194503,30.7,31.0,60.2,54.2,25.1,32.4,30.9,30.8,38.7,29.5,25.5,25.7,41.5,22.2,23.8,25.8,38.5
194603,28.6,28.7,26.2,22.2,30.8,39.5,37.0,37.1,38.4,22.4,39.6,21.4,33.8,27.8,31.3,35.7,30.6
194703,57.3,57.3,107.2,88.6,83.2,65.1,68.3,68.5,88.9,86.8,88.9,121.1,72.3,45.6,57.5,72.4,79.4
194803,21.0,20.9,38.3,49.5,24.6,19.2,22.0,22.0,27.1,23.0,22.4,25.4,31.2,16.7,18.6,20.9,29.8
194903,40.1,40.0,48.3,49.9,52.9,33.4,56.2,55.9,63.3,47.3,36.7,46.0,60.0,34.7,42.3,51.9,49.2
195003,20.4,20.3,16.8,18.5,11.3,25.9,24.2,24.3,21.7,11.7,33.5,13.2,18.4,16.9,15.9,14.6,19.6
195103,53.3,53.2,76.0,62.0,58.3,71.6,81.2,81.6,81.0,74.0,87.3,99.7,41.1,41.7,43.3,45.2,66.7
195203,21.3,21.4,117.9,121.1,86.3,21.6,62.7,62.3,68.6,86.0,30.6,94.5,64.0,47.0,71.9,103.2,76.7
195303,11.3,11.3,6.7,10.1,8.0,13.1,17.6,17.7,18.9,7.7,33.1,3.1,24.3,7.2,8.0,8.9,13.2
195403,19.9,20.0,23.3,32.0,23.9,21.8,38.4,38.4,43.5,34.2,44.4,35.4,20.3,19.2,19.1,19.0,29.7
195503,30.1,30.1,40.0,33.2,36.8,39.2,38.5,38.7,46.1,35.0,44.5,41.6,30.3,28.1,28.9,29.8,36.3
195603,39.6,39.6,70.7,69.3,46.5,37.4,52.5,52.3,61.5,43.1,44.0,49.2,59.2,41.1,42.6,44.5,54.5
195703,52.9,53.1,48.5,57.9,63.6,47.8,78.0,77.7,77.9,65.0,46.4,85.5,94.1,67.2,61.0,53.2,63.1
195803,16.1,16.3,39.0,47.5,37.9,19.9,20.8,20.8,39.1,30.2,28.0,39.7,44.7,27.2,34.0,42.6,33.9
195903,11.2,11.2,52.7,36.4,37.7,9.1,27.9,27.8,43.2,44.8,27.4,64.8,19.1,14.6,17.1,20.3,31.1
196003,18.7,18.8,43.4,57.5,23.2,17.1,20.6,20.4,26.1,26.2,10.3,45.1,56.1,19.0,24.8,32.0,32.9
196103,42.6,42.4,51.6,49.9,41.6,45.9,58.5,58.7,58.0,28.0,51.5,26.8,67.1,40.1,39.8,39.4,49.3
196203,31.6,31.6,81.4,66.1,61.4,36.7,40.6,40.6,54.8,69.8,37.8,96.9,38.4,34.5,42.6,52.8,53.4
196303,18.8,18.8,73.6,64.6,64.9,24.6,42.0,42.0,61.3,64.0,49.0,99.4,33.5,21.9,27.5,34.6,49.8
196403,25.1,24.9,91.8,58.9,34.3,24.6,33.4,33.3,37.8,53.8,28.5,67.6,21.0,31.0,29.3,27.1,43.7
196503,43.0,42.9,102.5,85.8,68.0,33.2,34.7,34.5,56.7,72.2,28.7,96.6,63.8,41.0,47.4,55.4,61.5
196603,38.4,38.2,97.3,91.9,72.4,35.1,59.8,59.9,102.3,73.2,53.9,75.5,67.8,38.9,47.9,59.2,71.2
196703,54.1,54.1,99.5,88.1,83.0,69.8,74.1,74.3,79.0,75.4,71.2,96.6,61.9,52.8,61.1,71.5,76.7
196803,33.7,33.9,60.1,52.9,61.5,44.2,52.2,52.3,68.2,49.4,46.9,56.6,51.2,35.1,44.1,55.3,51.9
196903,32.5,32.5,60.7,45.6,52.2,22.1,35.5,35.4,46.3,56.0,24.5,78.5,50.9,47.4,53.3,60.8,44.6
197003,59.6,59.6,58.5,65.9,59.2,68.0,71.8,71.6,85.7,62.7,56.3,80.0,74.2,57.4,58.7,60.4,66.3
197103,22.5,22.6,47.1,35.2,20.8,27.0,20.8,20.8,33.8,27.8,33.5,36.5,28.5,16.3,17.7,19.5,29.3
197203,35.6,35.8,38.0,31.0,46.5,35.9,51.6,51.5,57.9,44.2,55.5,45.2,38.2,51.8,52.2,52.6,43.1
197303,14.6,14.6,30.6,36.2,14.3,16.0,28.1,28.0,31.2,12.0,29.4,10.5,31.0,14.6,17.6,21.4,25.6
197403,14.5,14.6,52.2,33.0,53.3,18.7,31.5,31.4,59.4,58.9,28.8,86.4,21.3,15.1,21.7,30.1,35.8
197503,24.2,24.2,57.5,58.1,62.0,44.4,62.1,62.0,84.7,75.7,37.6,79.4,40.7,47.8,51.5,56.2,56.3
197603,16.3,16.4,23.6,25.2,24.7,25.8,21.9,22.0,28.2,26.7,27.1,31.4,23.5,17.8,20.0,22.8,23.7
197703,46.0,46.0,44.3,52.2,38.6,45.5,44.8,44.9,41.5,39.5,45.3,52.1,55.7,70.3,68.7,66.7,48.6
197803,47.1,47.1,108.3,85.5,87.6,67.2,79.4,79.6,106.5,97.3,104.8,124.2,48.2,45.3,49.9,55.6,80.9
197903,61.5,61.5,119.9,121.3,100.4,60.3,71.8,71.5,116.3,112.7,67.9,141.6,82.9,67.2,79.5,95.0,94.8
198003,24.3,24.3,60.4,58.9,53.3,26.0,36.4,36.2,63.3,59.2,29.1,84.2,36.4,19.8,27.9,38.1,45.6
198103,101.5,101.0,77.7,74.1,105.3,104.6,130.1,130.3,132.1,92.8,117.2,128.1,87.2,92.7,90.0,86.5,99.4
198203,40.9,41.0,71.1,45.4,58.3,46.7,56.5,56.4,70.9,71.6,54.9,100.4,32.1,34.5,35.2,36.0,53.0
198303,31.0,31.1,72.8,54.3,63.2,47.9,75.2,75.4,84.8,65.9,77.6,72.1,41.3,37.9,42.7,48.8,60.0
198403,9.3,9.3,28.4,22.4,25.5,15.3,26.0,26.0,26.1,37.7,29.5,59.5,13.9,12.0,14.6,17.9,22.7
