Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20230602
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1972;10;   129.0;   129.0;   166.9;   157.5;   163.1;   138.6;   145.6;   145.8;   158.4;   169.9;   163.4;   164.9;   137.2;   135.0;   143.4;   154.0;   152.1;
1973;10;   101.0;   101.1;   117.7;   116.7;   110.3;   110.8;    89.5;    89.6;   104.9;   121.0;    97.7;   133.8;   115.4;    98.2;   105.1;   113.8;   108.2;
1974;10;    48.3;    48.4;    29.5;    38.2;    25.7;    61.3;    56.0;    56.1;    43.6;    32.9;    67.5;    28.2;    38.9;    47.6;    39.0;    28.1;    42.9;
1975;10;    66.6;    66.8;   101.8;    90.1;    83.4;    72.0;    89.4;    89.4;   108.5;    85.7;    78.4;    79.1;    91.7;    79.6;    83.5;    88.5;    87.9;
1976;10;    71.7;    71.6;   111.7;   103.1;    86.5;    38.8;    64.6;    64.4;    93.6;    99.2;    43.9;    99.8;   100.4;    72.8;    80.7;    90.7;    84.7;
1977;10;   106.8;   106.7;    99.6;    98.0;    89.0;    88.1;   102.4;   102.1;   117.0;    83.5;    87.3;    77.3;   129.4;   114.3;   113.2;   111.9;   101.9;
1978;10;    87.3;    87.2;   102.0;    88.5;    83.0;    89.3;    73.8;    73.9;    90.0;    89.6;    87.6;    96.8;    88.3;    78.0;    81.9;    86.8;    87.1;
1979;10;   180.5;   180.4;   124.1;   145.9;   134.3;   186.4;   142.3;   142.7;   125.8;   119.6;   153.8;   107.8;   162.1;   157.0;   153.7;   149.5;   146.5;
1980;10;   104.2;   104.1;    91.9;    82.3;    79.9;    99.3;    83.6;    83.8;    83.7;    92.6;    95.5;    90.4;    89.9;    87.6;    86.3;    84.7;    88.5;
1981;10;    84.6;    84.5;    68.1;    86.4;    56.6;    89.3;    83.1;    83.2;    63.7;    60.7;    87.7;    59.3;    69.1;    77.7;    72.2;    65.3;    76.3;
1982;10;   106.5;   106.4;    63.0;    73.9;    46.0;    96.4;    70.5;    70.4;    75.0;    48.8;    72.6;    47.4;   108.8;    89.3;    83.5;    76.1;    76.2;
1983;10;    96.5;    96.8;   118.1;   121.8;   103.7;   101.3;    98.5;    98.5;   107.3;   108.7;   102.2;   114.8;   112.3;   101.6;   105.0;   109.3;   108.5;
1984;10;   102.1;   102.2;   113.5;   120.0;    76.7;   107.3;    93.8;    94.0;    84.9;    83.7;    93.3;    74.5;   121.6;    99.8;    98.9;    97.7;   102.0;
1985;10;   102.9;   103.0;   158.1;   138.2;   125.9;    92.7;   100.4;   100.3;   126.2;   141.0;    90.1;   152.5;   130.6;    99.9;   110.6;   124.1;   122.2;
1986;10;   131.9;   131.7;   122.6;   124.4;   106.7;   112.3;   107.0;   106.8;   113.2;   107.3;    96.0;   107.3;   132.2;   121.5;   119.9;   117.8;   117.2;
1987;10;   135.5;   135.5;    97.4;   111.8;    97.5;   139.1;   115.3;   115.3;   112.6;    90.4;   116.1;    88.0;   136.2;   120.3;   119.6;   118.6;   114.7;
1988;10;   109.0;   109.0;    88.3;    86.4;    69.3;   114.9;    78.2;    78.3;    76.3;    80.5;    84.0;    86.7;    89.9;    85.8;    81.6;    76.2;    86.6;
1989;10;   122.7;   122.7;   130.6;   132.4;   108.6;    97.1;    99.9;    99.9;   110.8;   117.8;    91.4;   126.1;   131.1;   120.6;   118.9;   116.8;   117.2;
1990;10;   156.1;   156.1;   139.0;   143.6;   130.6;   131.5;   135.6;   135.4;   140.6;   132.3;   120.1;   135.8;   162.2;   150.2;   144.1;   136.4;   140.5;
1991;10;   181.5;   181.2;   113.7;   133.1;   111.6;   143.7;   134.7;   134.7;   120.2;    96.0;   128.7;    95.3;   187.5;   173.3;   168.2;   161.8;   137.6;
1992;10;   105.4;   105.3;    53.8;    63.5;    79.4;   122.6;    88.8;    89.1;    88.3;    78.3;   101.2;    73.2;    94.6;    93.5;    87.7;    80.3;    83.3;
1993;10;   104.9;   104.8;    58.5;    81.1;    69.6;   103.1;    88.1;    88.3;    84.3;    56.3;    91.6;    45.4;   102.7;    94.7;    91.0;    86.3;    83.8;
1994;10;   147.8;   147.5;   141.2;   138.1;   122.3;   132.1;   116.9;   117.0;   129.5;   137.8;   120.5;   146.4;   135.5;   139.8;   131.6;   121.2;   132.7;
1995;10;   135.3;   135.2;   117.6;   118.6;    89.4;   131.5;   118.5;   118.5;   114.7;    96.5;   111.2;    98.7;   130.3;   130.4;   121.7;   110.8;   117.9;
1996;10;    96.5;    96.4;   101.8;    94.6;    84.7;   114.8;   104.5;   104.6;   106.8;    94.6;   106.7;    91.9;    80.4;    88.1;    83.5;    77.7;    97.4;
1997;10;   117.3;   117.4;   133.3;   122.3;   114.9;   111.6;   123.8;   123.6;   122.2;   124.7;   120.3;   136.0;   112.4;   123.1;   120.7;   117.7;   121.5;
1998;10;    71.8;    71.9;    59.4;    61.1;    45.0;    77.3;    59.5;    59.7;    44.5;    46.4;    73.4;    35.2;    60.6;    65.3;    58.2;    49.3;    59.4;
1999;10;   113.8;   113.5;   126.7;   120.9;    96.8;   111.4;   112.2;   112.3;   106.9;   115.3;   117.5;   117.6;   100.0;   110.7;   106.0;   100.1;   113.3;
2000;10;    90.2;    90.3;    68.5;    63.0;    72.0;    94.6;    92.3;    92.3;    90.2;    69.9;    82.9;    63.4;    83.6;    94.8;    88.2;    79.9;    80.0;
2001;10;   105.9;   106.0;   146.7;   137.6;   100.2;    87.6;    90.7;    90.4;   109.1;   109.1;    79.2;   106.6;   129.6;   109.2;   113.4;   118.7;   114.0;
2002;10;    96.5;    96.6;    90.9;    86.2;    73.3;    88.9;   100.5;   100.4;    85.9;    77.7;    90.5;    85.6;    78.5;    98.0;    88.5;    76.5;    88.4;
2003;10;   128.9;   128.7;   118.0;   111.0;   100.8;   137.1;   128.7;   129.2;   109.7;   104.4;   150.4;   111.4;    99.5;   116.3;   107.1;    95.6;   117.0;
2004;10;   127.2;   127.1;    96.7;   113.4;   111.3;   113.0;   115.2;   115.1;   113.3;    98.2;   109.0;    82.8;   131.9;   129.5;   128.1;   126.3;   114.2;
2005;10;   179.9;   179.9;   154.3;   163.8;   159.7;   181.5;   176.9;   177.2;   179.0;   158.6;   183.6;   155.9;   182.8;   172.8;   172.9;   173.1;   170.8;
2006;10;   111.9;   111.9;   136.5;   142.8;   118.0;    95.1;    96.0;    95.7;   110.8;   120.9;    78.1;   114.6;   128.4;   114.1;   115.5;   117.3;   117.8;
2007;10;   108.9;   108.9;   134.7;   122.2;   118.2;   110.2;   107.7;   107.8;   113.6;   130.8;   112.6;   139.7;    99.8;   106.1;   103.1;    99.4;   115.6;
2008;10;   107.4;   107.6;   101.5;   101.6;    82.0;   102.7;    95.1;    95.1;    93.3;    86.0;    90.0;    82.4;   123.2;   105.0;   102.4;    99.2;    99.0;
2009;10;    74.1;    74.1;    98.0;    85.3;    79.8;    85.1;    88.9;    89.1;    85.8;    91.1;   107.1;   106.1;    69.0;    79.0;    74.7;    69.3;    85.3;
2010;10;   134.1;   134.2;   126.9;   124.9;   126.9;   131.4;   110.2;   110.3;   112.4;   128.0;   125.0;   128.9;   144.6;   133.8;   132.2;   130.2;   125.2;
2011;10;   156.3;   156.2;   160.0;   159.0;   145.8;   142.1;   146.9;   146.9;   147.9;   144.0;   141.0;   133.1;   161.8;   160.0;   158.7;   157.1;   152.6;
2012;10;   133.2;   133.1;   115.8;   113.2;   117.8;   127.7;   112.1;   112.0;   120.9;   120.0;   103.7;   120.1;   125.1;   128.1;   126.1;   123.4;   118.9;
2013;10;   111.9;   112.0;   105.3;   109.8;    88.6;   110.5;    99.4;    99.4;    99.7;    93.7;   102.6;    86.4;   120.9;   101.5;    99.6;    97.2;   104.1;
2014;10;   104.9;   104.9;   112.2;    95.3;    89.4;    89.3;    94.4;    94.4;   100.2;    94.0;    87.3;    93.1;   119.4;   111.8;   110.9;   109.7;    99.9;
2015;10;   122.9;   122.6;    85.1;    90.6;    91.2;   119.8;   101.0;   101.2;    99.6;    78.6;   109.0;    70.5;   112.5;   109.9;   102.7;    93.3;    99.4;
2016;10;    44.7;    44.6;    88.0;    75.1;    55.6;    44.3;    55.7;    55.8;    70.7;    70.0;    58.1;    80.2;    39.5;    41.8;    41.5;    41.2;    61.4;
2017;10;    84.9;    85.1;   132.3;   114.4;    87.1;    78.0;    82.9;    83.0;    86.5;   101.1;    85.3;    99.2;    94.6;    90.8;    89.9;    88.7;    97.1;
2018;10;   160.7;   160.6;   168.7;   169.1;   146.7;   158.6;   152.9;   153.0;   152.0;   159.0;   148.2;   170.8;   149.2;   146.1;   141.3;   135.0;   157.2;
2019;10;   127.1;   127.0;   108.8;   119.1;    86.0;   106.4;   103.0;   103.1;    89.9;    85.1;    90.9;    85.0;   133.2;   119.1;   111.8;   102.4;   107.6;
2020;10;    69.6;    69.7;    74.7;    75.2;    50.0;    73.0;    64.3;    64.5;    50.0;    55.3;    83.7;    51.1;    76.2;    69.8;    66.5;    62.2;    67.4;
2021;10;   141.2;   141.0;   150.0;   143.7;   103.4;   120.7;   105.6;   105.7;   108.9;   116.5;   114.4;   127.0;   153.2;   132.4;   130.1;   127.0;   128.0;
2022;10;   160.3;   160.0;   134.0;   130.6;   130.2;   146.9;   149.2;   149.2;   138.9;   131.3;   137.9;   129.6;   150.3;   157.0;   149.2;   139.1;   141.1;
