Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20230702
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1979;11;    35.5;    35.5;    46.6;    35.9;    41.4;    42.3;    52.6;    52.6;    63.9;    52.3;    48.7;    48.6;    30.6;    49.7;    46.3;    42.1;    45.0;
1980;11;    39.8;    39.9;    59.8;    58.2;    48.5;    61.1;    48.1;    48.5;    47.0;    61.6;    65.4;    58.6;    38.8;    40.0;    39.8;    39.5;    51.6;
1981;11;    54.9;    54.8;    72.3;    54.8;    48.6;    54.7;    52.6;    52.7;    46.7;    58.7;    58.8;    62.9;    40.8;    51.3;    49.4;    47.1;    54.4;
1982;11;    70.5;    70.4;    74.1;    71.1;    52.6;    61.7;    49.1;    49.1;    52.5;    54.1;    51.3;    49.4;    73.5;    66.7;    65.1;    63.0;    62.5;
1983;11;    69.1;    69.0;    87.5;    73.2;    59.3;    65.9;    73.8;    73.8;    88.5;    73.2;    71.3;    76.1;    71.3;    71.4;    71.6;    71.9;    74.2;
1984;11;    69.8;    69.7;    70.3;    61.3;    44.2;    62.2;    68.6;    68.5;    62.7;    48.8;    58.6;    42.7;    75.6;    71.5;    68.0;    63.6;    63.6;
1985;11;    38.5;    38.5;    39.3;    38.3;    34.6;    46.9;    39.3;    39.3;    45.9;    43.9;    43.1;    37.3;    39.9;    40.6;    38.1;    35.0;    40.2;
1986;11;    87.1;    87.1;    94.0;    85.8;    56.0;    74.1;    71.1;    71.2;    71.6;    61.8;    59.6;    59.4;    91.7;    84.3;    78.8;    71.8;    77.8;
1987;11;    14.8;    14.8;    49.0;    36.7;    19.0;    21.6;    16.7;    16.7;    24.1;    33.7;    20.6;    36.2;    13.7;    15.9;    17.8;    20.2;    26.2;
1988;11;    58.6;    58.5;    61.5;    62.5;    51.7;    67.2;    51.9;    52.0;    55.8;    62.5;    69.4;    75.0;    56.5;    52.5;    52.7;    53.0;    58.8;
1989;11;    87.3;    87.3;   101.5;    96.4;    94.3;    98.8;   104.4;   104.4;   109.5;   106.1;    95.7;   113.5;   104.2;    98.6;   101.1;   104.3;   100.1;
1990;11;    40.4;    40.3;    40.7;    40.6;    28.1;    25.6;    36.5;    36.3;    37.6;    39.1;    35.3;    44.4;    41.3;    40.7;    36.5;    31.3;    37.4;
1991;11;    43.9;    43.8;    42.5;    39.2;    40.5;    45.1;    51.4;    51.3;    55.9;    49.1;    47.7;    46.3;    50.8;    54.5;    50.8;    46.1;    46.4;
1992;11;    44.4;    44.5;    44.6;    37.8;    35.9;    40.4;    48.6;    48.6;    46.4;    41.6;    48.2;    34.1;    52.9;    54.3;    49.7;    43.8;    44.0;
1993;11;    28.2;    28.2;    50.1;    37.4;    45.4;    21.5;    44.4;    44.3;    67.6;    51.6;    32.1;    59.3;    49.3;    31.9;    37.0;    43.4;    42.5;
1994;11;    62.4;    62.3;    42.2;    46.3;    41.6;    70.5;    50.3;    50.4;    52.2;    40.1;    61.0;    29.5;    59.2;    58.9;    56.9;    54.4;    51.6;
1995;11;    73.9;    73.8;    66.1;    49.0;    52.2;    72.6;    60.8;    60.9;    63.1;    62.3;    71.7;    64.9;    59.1;    61.6;    58.0;    53.5;    60.9;
1996;11;    32.3;    32.4;    47.4;    48.2;    22.5;    37.1;    38.0;    38.0;    28.8;    26.4;    41.4;    15.6;    30.3;    37.2;    32.4;    26.4;    37.0;
1997;11;    51.5;    51.4;    67.8;    66.5;    41.5;    52.0;    48.0;    48.0;    57.9;    57.4;    53.2;    62.3;    52.4;    47.9;    46.9;    45.6;    55.8;
1998;11;    39.4;    39.5;    51.1;    44.1;    37.8;    31.0;    45.1;    45.1;    54.5;    51.8;    47.8;    53.1;    43.8;    44.1;    39.9;    34.6;    44.6;
1999;11;    60.9;    60.8;    57.5;    53.7;    42.1;    61.9;    52.3;    52.3;    53.7;    51.7;    51.8;    53.3;    53.5;    53.7;    48.5;    42.0;    53.7;
2000;11;    87.5;    87.1;    66.3;    70.0;    31.9;    63.0;    54.7;    54.6;    49.2;    33.5;    46.2;    23.0;    80.8;    74.6;    66.5;    56.2;    61.2;
2001;11;    49.6;    49.6;    67.8;    57.0;    50.5;    50.9;    45.1;    45.2;    49.9;    64.5;    59.5;    71.5;    45.6;    46.2;    47.2;    48.4;    53.5;
2002;11;    50.9;    50.7;    35.6;    40.1;    26.9;    45.3;    35.0;    35.0;    39.0;    31.3;    33.0;    28.7;    50.2;    46.2;    42.3;    37.4;    39.2;
2003;11;    69.6;    69.6;    84.5;    73.5;    65.9;    51.9;    60.0;    59.9;    77.3;    71.2;    53.5;    59.1;    97.8;    74.5;    73.6;    72.4;    71.1;
2004;11;    47.6;    47.7;    43.6;    42.4;    42.0;    64.5;    54.8;    55.1;    50.8;    45.3;    66.6;    56.5;    35.7;    49.4;    45.1;    39.8;    48.2;
2005;11;    74.3;    74.3;    78.9;    51.6;    53.7;    75.7;    56.6;    56.7;    57.6;    60.4;    64.6;    55.1;    72.0;    69.7;    64.3;    57.4;    62.7;
2006;11;    74.4;    74.3;    81.1;    72.2;    54.7;    58.7;    50.7;    50.5;    55.9;    60.3;    46.0;    61.5;    70.2;    73.7;    70.1;    65.5;    64.7;
2007;11;    41.4;    41.4;    55.7;    42.8;    24.3;    56.4;    38.2;    38.6;    24.5;    36.3;    74.1;    45.1;    34.9;    40.0;    35.0;    28.7;    41.3;
2008;11;    40.4;    40.5;    75.3;    74.3;    34.8;    44.0;    34.2;    34.3;    36.0;    44.5;    41.9;    38.8;    45.4;    36.8;    39.6;    43.0;    49.7;
2009;11;    59.6;    59.6;    63.2;    67.6;    34.3;    35.1;    32.4;    32.1;    39.5;    40.7;    29.8;    31.3;    73.3;    52.9;    50.6;    47.6;    50.1;
2010;11;    25.5;    25.6;    52.2;    49.7;    21.3;    23.7;    26.0;    26.1;    25.2;    26.4;    41.9;    22.2;    39.6;    26.9;    27.6;    28.5;    34.4;
2011;11;   116.5;   116.3;   105.7;   103.1;   102.2;    78.4;    75.9;    75.5;   115.0;    88.2;    44.9;    73.7;   136.2;   101.0;   109.4;   120.0;    99.0;
2012;11;    47.3;    47.5;    56.9;    52.6;    35.0;    42.7;    51.7;    51.6;    54.3;    39.4;    42.0;    33.2;    52.9;    49.3;    47.1;    44.3;    49.0;
2013;11;    42.1;    42.2;    44.2;    42.7;    39.4;    55.0;    53.6;    53.9;    37.7;    40.6;    72.4;    43.1;    38.4;    47.1;    42.2;    35.7;    45.3;
2014;11;    55.4;    55.4;    63.0;    60.6;    43.6;    47.3;    63.4;    63.3;    72.4;    43.9;    57.0;    34.5;    71.7;    67.0;    66.9;    66.9;    60.0;
2015;11;    56.2;    56.2;    94.3;    86.9;    52.2;    44.0;    61.9;    61.7;    62.9;    51.6;    45.9;    41.6;    69.6;    65.8;    66.9;    68.4;    67.5;
2016;11;    64.9;    64.8;    56.9;    62.1;    50.9;    68.4;    57.6;    57.7;    57.7;    56.3;    67.9;    55.6;    67.1;    61.5;    58.1;    53.7;    60.3;
2017;11;    43.1;    43.0;    44.7;    41.3;    30.0;    40.1;    32.5;    32.6;    36.1;    41.2;    43.6;    38.8;    38.7;    39.6;    36.9;    33.3;    38.9;
2018;11;    72.3;    72.5;    84.1;    75.3;    68.6;    66.2;    70.9;    70.8;    82.9;    77.4;    59.2;    82.3;    86.7;    75.9;    75.0;    73.8;    75.1;
2019;11;    48.3;    48.4;    48.4;    44.2;    33.7;    34.6;    39.5;    39.6;    43.0;    38.7;    41.1;    39.2;    61.7;    50.7;    47.8;    44.1;    43.8;
2020;11;    69.0;    69.1;   109.4;    92.1;    85.3;    52.6;    72.6;    72.5;    99.3;    95.0;    66.3;   104.6;    96.5;    81.3;    86.2;    92.5;    85.7;
2021;11;    33.2;    33.1;    53.7;    47.7;    35.1;    29.6;    39.9;    39.9;    48.2;    49.4;    38.0;    56.8;    42.3;    41.4;    39.5;    37.0;    42.7;
2022;11;    82.2;    82.0;    70.5;    75.6;    68.7;    56.7;    76.2;    75.9;    87.5;    65.2;    45.7;    46.8;    98.5;    88.1;    85.2;    81.4;    75.3;
