Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20230602
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1965;04;   121.0;   121.3;   115.2;   124.2;   108.9;   119.5;   116.9;   116.7;   100.9;   111.1;   118.1;   108.3;   127.1;   131.2;   129.6;   127.5;   118.1;
1966;04;   143.8;   143.9;   133.2;   147.4;   114.2;   110.2;   104.6;   104.5;   109.8;   119.8;   101.9;   128.0;   148.2;   122.7;   122.4;   122.1;   125.7;
1967;04;   161.2;   161.5;   177.7;   164.9;   174.0;   199.3;   185.3;   185.7;   177.0;   185.1;   197.6;   201.1;   140.4;   162.2;   159.5;   156.0;   173.6;
1968;04;   225.0;   225.0;   204.3;   207.7;   229.5;   237.8;   222.6;   222.8;   214.9;   222.0;   249.0;   224.3;   215.7;   222.9;   223.3;   223.9;   219.5;
1969;04;   162.8;   163.0;   145.2;   163.1;   155.1;   175.9;   173.1;   173.1;   178.0;   154.0;   188.8;   146.4;   160.5;   160.5;   158.0;   154.9;   164.2;
1970;04;    95.8;    96.0;    99.4;   102.2;    94.0;   102.4;    92.7;    92.9;    89.6;   100.8;   112.8;   106.0;    92.8;    95.1;    93.7;    91.9;    97.5;
1971;04;   172.8;   173.0;   213.2;   208.4;   207.9;   178.8;   152.8;   152.6;   176.3;   210.7;   162.1;   226.2;   179.4;   163.0;   173.9;   187.7;   186.5;
1972;04;   126.9;   126.9;   111.5;   100.8;   118.4;   149.4;   129.3;   129.5;   116.8;   122.2;   138.1;   120.4;    98.0;   122.6;   116.4;   108.6;   118.1;
1973;04;   131.6;   131.7;   133.1;   127.3;   129.3;   143.8;   126.6;   127.0;   119.6;   129.2;   155.8;   127.2;   121.6;   121.1;   120.4;   119.4;   129.0;
1974;04;   212.2;   212.1;   205.1;   200.7;   216.9;   217.8;   221.7;   222.0;   222.3;   208.5;   237.9;   206.1;   188.8;   208.0;   205.3;   201.9;   211.0;
1975;04;   146.5;   146.5;   141.9;   138.7;   133.9;   158.5;   119.3;   119.4;   119.6;   126.8;   137.0;   131.8;   127.4;   133.0;   136.2;   140.3;   134.6;
1976;04;   187.5;   187.3;   213.8;   211.0;   217.3;   211.0;   209.3;   209.7;   209.8;   224.4;   221.3;   236.1;   169.9;   183.6;   186.6;   190.3;   206.1;
1977;04;   133.9;   133.7;   108.4;   112.2;   127.5;   123.7;   120.6;   120.7;   128.5;   130.4;   127.5;   131.1;   110.1;   128.4;   125.0;   120.7;   121.0;
1978;04;   181.3;   181.2;   170.9;   180.7;   182.2;   152.8;   159.9;   159.8;   176.1;   181.6;   143.4;   187.0;   164.0;   169.2;   170.0;   171.0;   171.2;
1979;04;   131.2;   131.1;   124.1;   110.8;   120.6;   134.1;   111.1;   111.2;   127.6;   132.8;   124.5;   133.1;   104.1;   107.8;   104.2;    99.6;   118.6;
1980;04;   144.1;   144.1;   134.6;   124.2;   142.1;   161.4;   160.4;   160.7;   148.6;   153.9;   184.1;   164.3;   116.3;   136.1;   131.9;   126.5;   142.6;
1981;04;   199.5;   199.5;   178.4;   198.9;   174.9;   218.0;   177.1;   177.4;   149.8;   160.8;   203.4;   173.5;   179.9;   176.8;   179.1;   181.9;   184.0;
1982;04;   210.9;   211.1;   196.4;   188.6;   202.0;   224.2;   190.0;   190.1;   181.9;   196.1;   216.1;   199.3;   198.3;   205.2;   204.2;   202.9;   197.7;
1983;04;   136.6;   136.8;   119.9;   126.3;   125.7;   113.6;   115.4;   115.2;   119.6;   119.5;   108.2;   109.5;   139.4;   131.0;   129.0;   126.5;   123.2;
1984;04;   178.0;   177.8;   184.9;   168.3;   180.2;   200.9;   200.8;   201.2;   190.2;   187.0;   219.2;   195.8;   160.8;   177.9;   176.1;   173.9;   184.0;
1985;04;   153.5;   153.5;   165.1;   162.5;   149.1;   134.5;   129.0;   128.8;   136.5;   147.4;   116.5;   142.7;   151.3;   148.0;   146.5;   144.7;   147.1;
1986;04;   102.3;   102.5;    90.2;   124.5;   101.6;   106.4;   114.6;   114.7;   105.0;    94.2;   121.3;    86.5;   103.8;   104.0;   102.7;   101.1;   108.0;
1987;04;   178.5;   178.5;   184.4;   170.8;   182.2;   170.2;   156.8;   156.9;   175.8;   185.1;   155.8;   188.8;   168.9;   165.7;   168.0;   170.9;   171.9;
1988;04;   211.9;   212.0;   174.0;   195.4;   194.6;   194.9;   188.9;   188.7;   200.9;   197.9;   188.0;   207.5;   213.1;   201.6;   201.6;   201.7;   195.6;
1989;04;   136.5;   136.6;    76.6;    86.6;    79.0;   157.6;   107.2;   107.3;    88.8;    78.8;   133.3;    81.1;   104.7;   117.6;   104.3;    87.5;   101.4;
1990;04;   215.1;   215.1;   123.8;   134.8;   164.3;   220.9;   197.0;   197.1;   189.9;   156.4;   204.8;   156.3;   187.3;   193.3;   174.5;   150.9;   172.7;
1991;04;   171.5;   171.4;   183.9;   172.6;   188.8;   189.8;   196.6;   196.5;   191.6;   192.0;   190.1;   208.1;   149.9;   175.4;   174.3;   173.0;   181.8;
1992;04;   150.7;   150.7;   164.5;   149.6;   141.0;   144.4;   121.8;   121.7;   130.3;   148.4;   126.3;   164.0;   150.8;   140.8;   142.3;   144.2;   143.1;
1993;04;   223.3;   223.2;   171.7;   178.5;   169.4;   213.8;   172.4;   172.9;   155.6;   165.9;   196.5;   175.9;   206.7;   203.1;   192.1;   178.3;   183.4;
1994;04;   176.7;   176.5;   122.4;   131.4;   151.1;   177.9;   153.5;   153.4;   148.0;   145.0;   158.1;   135.2;   149.0;   164.6;   151.2;   134.4;   148.0;
1995;04;   150.3;   150.0;   126.0;   116.7;   135.5;   172.1;   148.7;   149.1;   121.9;   127.7;   177.9;   125.3;   111.7;   141.7;   133.2;   122.5;   134.9;
1996;04;   215.5;   215.2;   183.4;   170.4;   211.8;   219.0;   192.0;   192.1;   208.9;   213.0;   215.3;   221.4;   200.7;   189.2;   185.0;   179.6;   195.5;
1997;04;   167.0;   166.9;   214.6;   180.3;   186.6;   170.0;   178.6;   178.6;   180.0;   196.7;   183.8;   213.1;   163.0;   171.4;   170.0;   168.3;   181.4;
1998;04;   129.2;   129.1;   133.7;   139.6;   107.0;   109.3;    92.0;    91.9;    92.7;   102.5;    94.4;    93.9;   142.0;   124.4;   124.0;   123.5;   117.5;
1999;04;   166.7;   166.6;   144.1;   155.9;   161.9;   172.2;   175.5;   175.5;   164.6;   155.6;   185.3;   151.2;   146.4;   162.9;   156.6;   148.7;   161.3;
2000;04;   200.9;   200.7;   166.9;   168.2;   163.3;   182.9;   157.8;   157.8;   169.6;   173.4;   155.1;   178.3;   197.7;   182.5;   178.7;   173.9;   172.7;
2001;04;   125.1;   125.2;   120.4;   129.6;   120.2;   127.7;   127.3;   127.3;   114.7;   120.2;   129.0;   121.7;   127.6;   130.3;   126.7;   122.2;   124.9;
2002;04;   152.0;   151.9;   183.0;   176.3;   171.1;   154.0;   151.4;   151.4;   168.1;   181.5;   147.4;   196.9;   148.8;   150.5;   153.4;   157.0;   164.4;
2003;04;   219.2;   219.1;   208.6;   209.1;   216.3;   223.1;   213.5;   213.6;   213.6;   214.7;   223.0;   222.4;   212.9;   219.1;   216.1;   212.3;   214.2;
2004;04;   198.3;   198.3;   189.0;   195.4;   180.5;   202.1;   178.5;   178.7;   166.6;   181.2;   191.1;   187.7;   187.5;   180.5;   180.7;   181.0;   186.6;
2005;04;   236.0;   235.7;   148.7;   165.1;   164.9;   235.1;   193.3;   193.7;   157.6;   160.7;   220.4;   173.1;   200.9;   207.8;   194.3;   177.2;   184.3;
2006;04;   139.1;   139.2;   146.3;   143.0;   137.7;   124.6;   118.8;   118.6;   126.1;   152.9;   114.3;   165.5;   142.2;   126.2;   128.9;   132.3;   134.6;
2007;04;   276.6;   276.7;   324.4;   313.6;   300.1;   272.2;   254.1;   254.0;   278.4;   317.6;   253.5;   334.8;   278.6;   272.8;   276.9;   282.0;   288.8;
2008;04;   130.7;   130.6;   113.6;   130.9;   109.9;   146.3;   139.2;   139.4;   123.0;   114.9;   181.1;   113.6;   125.1;   129.6;   123.5;   115.8;   129.4;
2009;04;   301.9;   301.8;   201.7;   241.8;   223.6;   313.6;   256.0;   256.5;   214.0;   207.1;   281.7;   209.0;   267.6;   266.6;   252.1;   234.0;   247.8;
2010;04;   216.2;   216.3;   220.2;   220.2;   222.5;   219.9;   219.2;   219.4;   212.0;   227.9;   222.2;   238.1;   206.5;   207.8;   208.5;   209.3;   217.9;
2011;04;   226.6;   226.9;   261.9;   246.6;   239.9;   257.9;   240.9;   241.1;   239.1;   244.0;   256.7;   252.1;   207.8;   228.9;   229.1;   229.2;   241.8;
2012;04;   166.6;   166.7;   137.6;   156.2;   137.6;   156.4;   127.5;   127.5;   120.1;   137.7;   140.3;   137.5;   160.7;   143.7;   140.7;   137.0;   143.6;
2013;04;   146.0;   146.2;   120.9;   125.0;   133.9;   180.8;   156.6;   156.9;   148.0;   139.2;   185.7;   143.1;   127.7;   140.7;   132.9;   122.6;   141.6;
2014;04;   184.8;   184.9;   170.8;   165.4;   152.6;   191.9;   157.8;   157.9;   146.6;   169.1;   181.8;   180.4;   175.2;   178.7;   171.7;   162.5;   168.0;
2015;04;   220.0;   220.1;   234.5;   222.6;   235.9;   219.8;   219.6;   219.8;   223.0;   237.4;   230.4;   232.9;   213.6;   222.0;   221.5;   220.8;   224.5;
2016;04;   176.2;   176.1;   134.9;   153.0;   156.4;   173.8;   164.3;   164.1;   159.7;   141.4;   151.4;   122.7;   167.1;   176.5;   171.3;   164.6;   158.6;
2017;04;   146.6;   146.6;   178.2;   144.3;   161.0;   150.0;   153.1;   153.2;   148.0;   188.6;   163.0;   204.2;   126.9;   145.5;   140.0;   132.9;   153.2;
2018;04;   247.3;   247.2;   246.6;   252.9;   217.8;   222.9;   194.3;   194.3;   185.8;   209.6;   190.1;   210.0;   246.0;   234.8;   233.0;   230.5;   225.6;
2019;04;   270.0;   270.0;   175.4;   216.2;   215.9;   271.8;   239.0;   239.3;   215.5;   190.1;   252.0;   175.8;   254.6;   250.0;   243.4;   234.8;   227.9;
2020;04;   297.4;   297.2;   297.7;   296.4;   291.3;   289.3;   287.5;   287.6;   287.1;   292.5;   276.6;   302.2;   290.0;   299.3;   296.2;   292.2;   292.4;
2021;04;   159.6;   159.6;   202.3;   194.8;   183.8;   188.8;   178.2;   178.6;   174.1;   206.8;   218.5;   221.9;   146.1;   164.0;   163.7;   163.3;   183.5;
2022;04;   191.0;   191.1;   195.4;   183.0;   176.9;   220.4;   195.2;   195.7;   187.7;   190.4;   231.2;   199.2;   172.0;   179.9;   174.5;   167.4;   190.4;
2023;04;   149.1;   148.9;   127.6;   129.3;   145.9;   183.5;   178.7;   179.1;   154.4;   149.2;   213.9;   147.5;   127.0;   153.3;   146.7;   138.2;   151.0;
