Zeitreihen fuer Gebietsmittel fuer Bundeslaender und Kombinationen von Bundeslaender, erstellt am: 20230602
Jahr;Monat;Brandenburg/Berlin;Brandenburg;Baden-Wuerttemberg;Bayern;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Niedersachsen/Hamburg/Bremen;Nordrhein-Westfalen;Rheinland-Pfalz;Schleswig-Holstein;Saarland;Sachsen;Sachsen-Anhalt;Thueringen/Sachsen-Anhalt;Thueringen;Deutschland;
1978;12;    32.6;    32.6;    40.8;    43.1;    39.4;    31.3;    28.6;    28.6;    44.5;    49.1;    29.7;    49.1;    30.1;    25.5;    28.7;    32.7;    36.8;
1979;12;    26.6;    26.6;    41.7;    41.2;    24.6;    23.9;    15.8;    15.7;    20.5;    32.8;    20.7;    29.3;    31.3;    25.0;    23.6;    21.9;    28.7;
1980;12;    36.9;    36.9;    46.0;    41.6;    31.4;    34.3;    33.4;    33.4;    35.2;    38.4;    34.5;    32.1;    34.6;    35.3;    33.1;    30.3;    37.1;
1981;12;    31.2;    31.1;    28.0;    25.3;    22.8;    39.6;    21.8;    21.9;    20.5;    24.0;    31.9;    17.9;    23.8;    25.8;    25.4;    24.8;    26.1;
1982;12;    35.6;    35.5;    29.5;    32.1;    21.7;    30.6;    26.9;    26.8;    26.8;    26.4;    30.8;    26.4;    37.9;    34.9;    32.2;    28.8;    30.1;
1983;12;    56.1;    56.1;    63.4;    60.5;    38.2;    56.9;    55.0;    55.0;    57.2;    49.0;    47.0;    46.9;    58.4;    51.2;    49.3;    46.9;    55.2;
1984;12;    35.2;    35.3;    45.7;    37.2;    22.2;    38.1;    22.2;    22.2;    36.1;    26.7;    25.9;    27.4;    51.4;    36.4;    36.9;    37.5;    34.5;
1985;12;    28.1;    28.1;    48.1;    44.9;    28.3;    19.7;    17.6;    17.5;    26.3;    37.1;    11.8;    40.9;    33.2;    27.1;    29.5;    32.4;    31.6;
1986;12;    32.5;    32.6;    49.5;    47.4;    30.9;    33.8;    38.0;    38.1;    39.3;    43.4;    35.8;    40.3;    43.1;    39.4;    38.2;    36.7;    40.5;
1987;12;    31.5;    31.6;    36.8;    36.1;    27.5;    34.1;    24.2;    24.2;    39.9;    34.2;    25.2;    40.0;    34.4;    28.2;    29.0;    30.1;    32.6;
1988;12;    33.0;    33.0;    23.1;    19.8;    19.4;    34.4;    24.7;    24.8;    15.6;    17.1;    33.6;    17.3;    23.2;    33.1;    28.5;    22.6;    24.0;
1989;12;    46.2;    46.1;    57.4;    55.1;    36.1;    36.9;    34.7;    34.7;    40.6;    44.3;    33.2;    52.5;    57.3;    43.9;    46.3;    49.2;    45.8;
1990;12;    39.7;    39.7;    35.7;    35.3;    25.1;    38.2;    28.4;    28.4;    30.7;    24.4;    26.9;    28.7;    41.2;    38.0;    32.9;    26.5;    33.0;
1991;12;    49.3;    49.3;    52.0;    47.7;    44.6;    44.6;    45.9;    45.8;    54.8;    43.8;    34.6;    52.3;    54.4;    54.5;    52.0;    48.8;    48.3;
1992;12;    51.2;    51.2;    48.9;    43.7;    40.5;    44.5;    38.3;    38.2;    53.9;    49.9;    29.4;    54.0;    57.3;    47.3;    47.0;    46.7;    45.8;
1993;12;    25.0;    25.1;    23.1;    25.5;     8.5;    14.5;     9.5;     9.5;     8.6;    13.7;    13.4;     9.2;    33.1;    24.3;    21.2;    17.3;    18.4;
1994;12;    53.3;    53.2;    34.5;    41.9;    30.3;    46.0;    41.7;    41.7;    48.7;    35.3;    37.0;    29.6;    51.0;    52.5;    46.7;    39.5;    42.7;
1995;12;    31.8;    31.7;    27.0;    25.4;    31.0;    52.4;    39.6;    39.7;    42.0;    28.9;    48.3;    36.0;    30.2;    25.8;    27.8;    30.2;    33.5;
1996;12;    52.4;    52.4;    51.5;    51.5;    42.4;    46.5;    45.2;    45.1;    49.6;    40.0;    42.6;    29.2;    65.2;    49.7;    51.7;    54.2;    49.2;
1997;12;    32.9;    32.8;    22.6;    29.5;    21.3;    27.9;    23.4;    23.4;    27.3;    25.8;    28.1;    21.6;    32.5;    29.1;    26.5;    23.2;    27.0;
1998;12;    56.0;    56.0;    54.6;    55.3;    31.2;    52.4;    46.1;    46.1;    37.6;    31.7;    49.9;    30.1;    65.6;    66.0;    60.2;    53.0;    50.1;
1999;12;    38.9;    38.9;    28.6;    34.8;    18.9;    30.6;    32.0;    32.0;    25.1;    26.1;    35.4;    19.7;    36.5;    37.3;    30.4;    21.7;    31.1;
2000;12;    58.2;    58.1;    50.9;    47.2;    45.9;    41.1;    50.4;    50.2;    52.3;    39.7;    38.0;    30.1;    71.0;    66.7;    63.6;    59.7;    50.9;
2001;12;    30.2;    30.3;    54.4;    48.4;    36.2;    28.3;    36.0;    36.0;    41.8;    49.8;    38.2;    67.3;    35.1;    28.4;    27.6;    26.6;    40.1;
2002;12;    59.9;    59.7;    29.4;    35.8;    33.5;    51.5;    40.6;    40.7;    40.5;    33.5;    45.4;    26.9;    49.9;    44.7;    40.9;    36.0;    40.7;
2003;12;    67.4;    67.2;    67.1;    65.5;    59.3;    54.8;    54.3;    54.4;    58.2;    54.5;    55.6;    49.2;    77.5;    73.6;    70.8;    67.3;    62.6;
2004;12;    38.0;    38.0;    51.6;    53.0;    47.3;    34.7;    45.2;    45.1;    57.7;    42.3;    37.3;    38.4;    58.1;    51.1;    55.0;    60.0;    48.6;
2005;12;    36.2;    36.3;    42.7;    39.2;    27.9;    38.3;    35.6;    35.8;    31.5;    34.1;    50.4;    32.8;    34.9;    41.1;    38.5;    35.3;    37.3;
2006;12;    53.6;    53.6;    89.8;    77.1;    42.9;    41.1;    36.8;    36.8;    40.3;    50.9;    29.3;    54.7;    67.0;    57.1;    56.6;    56.1;    56.8;
2007;12;    37.1;    37.1;    65.6;    53.4;    44.7;    18.3;    34.3;    34.1;    55.9;    59.6;    21.0;    66.9;    57.1;    38.8;    40.0;    41.5;    45.9;
2008;12;    34.4;    34.3;    51.2;    61.3;    48.2;    29.0;    49.0;    48.8;    59.1;    51.9;    32.5;    60.2;    43.3;    36.5;    37.0;    37.6;    48.0;
2009;12;    34.5;    34.6;    46.1;    38.9;    30.9;    32.7;    41.0;    40.9;    40.9;    36.2;    41.6;    34.3;    42.8;    37.9;    35.8;    33.2;    38.7;
2010;12;    20.1;    20.2;    30.1;    30.5;    16.2;    23.6;    27.0;    27.2;    21.5;    20.0;    40.3;    19.0;    34.8;    23.1;    24.6;    26.4;    26.3;
2011;12;    27.6;    27.8;    30.9;    27.7;    17.8;    24.0;    23.6;    23.7;    22.4;    26.5;    27.3;    21.8;    35.0;    30.9;    27.5;    23.3;    26.4;
2012;12;    34.8;    34.8;    47.1;    45.6;    24.8;    28.8;    29.0;    29.1;    27.2;    35.6;    33.8;    37.7;    46.9;    34.0;    33.1;    31.7;    36.2;
2013;12;    47.3;    47.3;    83.5;    72.9;    49.7;    33.3;    38.2;    38.0;    53.1;    56.3;    25.9;    56.4;    68.6;    52.0;    54.5;    57.8;    56.0;
2014;12;    26.2;    26.1;    23.2;    22.9;    16.2;    24.7;    22.6;    22.7;    20.5;    17.3;    28.6;    12.9;    23.9;    22.2;    20.7;    18.8;    22.4;
2015;12;    63.4;    63.2;   104.0;    81.8;    47.7;    42.7;    48.3;    48.1;    65.0;    62.2;    33.9;    56.7;    74.8;    55.5;    54.4;    52.9;    65.2;
2016;12;    55.9;    56.0;    95.2;    68.3;    53.6;    42.2;    51.3;    51.1;    72.2;    63.2;    32.6;    68.6;    83.6;    65.8;    69.4;    74.1;    64.5;
2017;12;    32.9;    32.9;    38.7;    39.8;    14.0;    26.1;    19.1;    19.2;    11.5;    15.9;    25.9;    14.5;    38.3;    29.8;    28.4;    26.5;    27.8;
2018;12;    17.1;    17.2;    33.7;    27.4;    20.5;    17.6;    24.1;    24.1;    29.6;    31.8;    22.4;    33.5;    21.3;    24.0;    23.7;    23.2;    25.2;
2019;12;    53.9;    53.9;    78.2;    71.9;    51.7;    45.6;    49.7;    49.6;    50.1;    56.8;    43.4;    57.1;    61.6;    59.2;    58.9;    58.6;    59.0;
2020;12;    51.6;    51.6;    32.1;    37.4;    20.3;    29.5;    28.2;    28.2;    31.2;    25.1;    22.7;    22.1;    64.2;    42.8;    38.3;    32.3;    34.8;
2021;12;    35.2;    35.3;    46.9;    43.9;    34.0;    31.4;    36.8;    36.7;    32.9;    33.7;    38.9;    31.6;    36.6;    36.6;    35.0;    32.9;    37.9;
2022;12;    27.7;    27.8;    46.8;    47.8;    33.7;    29.9;    39.3;    39.3;    36.6;    41.3;    35.0;    44.6;    33.6;    33.6;    35.6;    38.3;    38.8;
